s_no,brand_name,description
4,Raymond,"White self-design formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
Pepe Jeans,Pepe Jeans,"Black dark wash 5-pocket high-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops"
Lapis O Lupo,Lapis O Lupo,"Yellow solid sling bag, has a zip closure1 main compartment, 1 inner pocketTablet sleeve: No"
158,OddCroft,Set Content: One showpiece Colour: Purple and gold-toned Size: Medium Pattern: Solid Shape: Sukhasana yoga figurine 
U.S. Polo Assn.,U.S. Polo Assn.,"Assorted solid tunks, has an inner elasticated waistband, double-layered contoured pouchDisclaimer: The final product delivered might vary in colour and prints from the display here"
Pepe Jeans,Pepe Jeans,"Red sweatshirt with applique detail, has a round neck, long sleeves"
Lino Perros,Lino Perros,"Pink solid shoulder bag, has a zip closure1 main compartment, 1 external and 3 inner pocketsTablet sleeve: NoTwo HandlesWarranty: 3 monthsWarranty provided by brand/manufacturer"
Genius18,Genius18,"Navy Blue solid sweatshirt, has a V-neck, two pockets, long sleeves, zip closure, curved hem"
76,Puma,"Product DetailsA pair of black & blue sports sandals, secured with a Velcro closureSynthetic upperCushioned footbedTextured outsoleWarranty: 3 monthsWarranty provided by Brand Owner / Manufacturer owner / manufacturer"
MISH,MISH,"Navy Blue solid woven regular top, has a round neck, and short extended flutter sleeves with pleats"
4,Raymond,"White and Grey checked formal shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket"
141oodland,Woodland,Coffee Brown leather passport holder1 main compartment4 card holdersComes in a box
190,FabSeasons,Brown self-design cap and has a visor
U.S. Polo Assn.,U.S. Polo Assn.,"Assorted solid trunk, has an outer elasticated waistband, double-layered contoured pouchDisclaimer: The final product delivered might vary in colour and prints from the display here"
Pepe Jeans,Pepe Jeans,"Green, navy blue & yellow striped pullover sweater, has a mock collar, long sleeves, and ribbed hem"
Pepe Jeans,Pepe Jeans,"Navy Blue solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 2 flap pockets"
76,Puma,"Special Technology:FIT: PUMA's seamless evoKNIT upper provides lightweight, breathable, form-fitting comfort and the ultimate ergonomic fitREACT: Ultralight SPRINTWEB provides lateral stability and lockdown support for dynamic movementCONTROL: Super soft K-Leather for premium touch and ball controlOUTPACE: Lightweight RAPIDSPRINT outsole for supreme accelerationProduct Design Details:A pair of black & orange football sports shoes, has regular styling, lace-up detailLeather upperSuitable for use on both firm natural surfaces and artificial grassLow boot constructionK-leather upperONE branding on tonguePUMA Formstrip on lateral sideWarranty: 3 monthsWarranty provided by brand/manufacturer"
Pepe Jeans,Pepe Jeans,"Coloured no fade brown jeansslim fit, mid-riseClean lookStretchable3 insert pockets and 2 patch pockets Length: regular"
T141isha,Twisha,"Green and black self design top with dhoti pantsGreen and black self design straight above knee top, has a round neck, sleeveless, straight hem, front slitGreen Solid dhoti pants, has elasticated waistband, slip-on closure"
190,FabSeasons,Brown self-design  Cap and has a visor
T141isha,Twisha,"Yellow solid kurta with pyjamasYellow solid straight knee length kurta, has a round neck, long sleeves, straight hem, side slitsYellow Solid pyjamas, has elasticated waistband, slip-on closureWhite floral printed Nehru Jacket, has a mandarin collar, buttons closure on the front"
Campana,Campana,"Blue and white printed kurta with pyjamas Blue and white straight knee length kurta, has a mandarin collar, long sleeves, straight hem, side slitsBlue and white  Solid pyjamas, has elasticated waistband, slip-on closure"
229,SG YUVRAJ,"White solid kurta with pyjamas White pathani knee length kurta, has a shirt collar, long sleeves, curved hem White solid pyjamas, drawstring closure"
141oodland,Woodland,Tan brown solid leather beltReversible: NoStretchable: NoSecured with a tang closure
Pepe Jeans,Pepe Jeans,"Orange printed sweatshirt, has a hood, one pockets, long sleeves, straight hem"
76,Puma,"Special Technology:SoftFoam+sockliner: Sock-like structure provides flexible fit and long-lasting comfortProduct Design Details:A pair of round-toe navy blue sneakers, has regular styling, lace-up detailMesh upper with suede and synthetic leather overlaysOpen-air mesh heel pieceComfortable slip-on sock structure with lace closureEVA midsole for cushioning and comfortRubber outsole for better traction and gripSynthetic leather PUMA Formstrip on lateral sidePUMA branding on tongueWarranty: 3 monthsWarranty provided by brand/manufacturer"
Eske,Eske,"A pair of silver-toned embellished T-strap flats, has regular styling, buckle detailLeather upperCushioned footbedTextured and patterned outsole"
Pepe Jeans,Pepe Jeans,"Black printed T-shirt, has a round neck, and short sleeves"
Moda Rap18o,Moda Rapido,"Olive Green solid high-rise cropped cargo style joggers, has a waistband with belt loops, button and zip closure, 4 pockets, cuffed hem"
DEYANN,DEYANN,"Blue and white printed kurta with churidarBlue and white straight knee length kurta, has a mandarin collar, three-quarter sleeves, straight hemWhite solid churidar, drawstring closure"
Saree mall,Saree mall,Design Detail:Purple solid saree and has a woven design borderBlouse PieceThe model is wearing a stitched version of the blouse. The saree comes with an unstitched blouse piece.
114,Carlton London,Silver-Toned link braceletMaterial and stone type: Brass with cubic zirconia stonesPlating: Rhodium-PlatedClosure: Lobster
Lapis O Lupo,Lapis O Lupo,"Turquoise Blue solid handheld bag, has a zip closure3 main compartments, 1 external and 1 inner pocketTwo Handles with a detachable sling strap"
SHINGORA,SHINGORA,"Off-White woven design Dupatta, zari, and has a solid borderAntimicrobial Coating: Using special technology, a special coating is applied that has the ability to kill microorganisms on contact."
Secret Temptation,Secret Temptation,"What it isSet of 2 Mystery DeodorantsFeaturesEnigmatic scents of Violet, Tuberose and Black CurrantFruity/floral fragranceSkin-friendly with long-lasting freshness"
Lapis O Lupo,Lapis O Lupo,"Blue textured handheld bag, has a zip closure4 main compartments, 1 external and 1 inner pocketTwo Handles with a detachable sling strap"
Louis Philippe Jeans,Louis Philippe Jeans,"White and Blue floral printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
23,Alcis,"Charcoal grey self design tights, has an elasticated waistband with slip-on closure"
152,Wild stone,"This set consists of a Code Steel Body Perfume and a Code Copper Body PerfumeCode Steel Body PerfumeNotesBreezy marine notes and a boost of mandarin zest, soothing notes of Bergamot with freshness of lemonCode Copper Body PerfumeNotesWarm balsam and amber notesThe citrus notes of lemon and pineapple with woody hints of armoiseFeaturesContains zero gas, only perfumeFragrance is safe to use on skin and lasts for a long time"
76,Puma,"About the shoeBe a contender in our game-changing IGNITE Contender Interest Sneakers. These state-of-the art athletic shoes feature our evoKNIT technology, hugging your foot into the shoe for superior comfort and a lock down you can trust - so you can be somebody.Special TechnologyIGNITE: PUMA's foam midsole and branded heel cage supports and stabilises by locking the heel onto the platformevoKNIT: PUMA's knitted design and seamless technology for lightweight, breathable, form-fitting comfort and the ultimate ergonomic fitHas Softfoam technologyProduct DetailsA pair of purple running sports shoes, has regular styling, lace-up detailMoulded rubber heel clip designed to secure the heelRubber provides durability and traction in the heel and forefootPUMA Wordmarks on tongue and heelWarranty: 3 monthsWarranty provided by brand/manufacturer"
Pepe Jeans,Pepe Jeans,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
76,Puma,"Special Technologies:The 4DFit supportive system ensures an engineered fit to your foot through a flexible molded cage.The soft density PropelFoam midsole compound offers extra response and lightweight cushioning for comfort and agility with every stride, whereas the full rubber outsole enables traction and durability.Product Design Details:A pair of round-toe black running shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
Pepe Jeans,Pepe Jeans,Khaki woven chinosRegular fitBrand Fit: regular fitMid-riseLength: regularPattern: solidDesignFeature: plain4 pockets
Lapis O Lupo,Lapis O Lupo,"Tan brown solid sling bag, has a button closure1 main compartment, 1 inner pocketTablet sleeve: No"
76,Puma,"About the shoeThe Future Runner L is a new model that is all about comfort and features a progressive new and chunkier look. This silhouette draws inspiration from the past and lives in the future. The full geniuine leather upper features the classic PUMA formstripe branding. Special TechnologySoftFoam + sockliner: Sock structure for flexible fit and long-lasting comfort. The sockliner provides superior cushioning and optimal comfort for every step of your day.The extra chunky injected mold EVA midsole provides an ultra smooth and plush rideThe full rubber outsole ensures traction as well as a grippy surface.Product DetailsA pair of round-toe grey sneakers, has regular styling, lace-up detailMesh upper with contrast leather and suede accentsNeon overlays and TPU molded inserts at midsoleEVA midsole for superior cushioning and comfortZoned rubber outsole for better grip and tractionGraphic contrast PUMA Formstrip on lateral sidePUMA Cat Logo on tongueWarranty: 3 monthsWarranty provided by brand/manufacturer"
229,SG YUVRAJ,"Navy Blue solid kurta with pyjamas Navy Blue pathani knee length kurta, has a shirt collar, long sleeves, curved hem Navy Blue solid pyjamas, drawstring closure"
Instacrush,Instacrush,"Olive green self-design woven high-low top, has a halter neck, and hook and eye closure"
Genius18,Genius18,"Navy Blue solid knitted mid-rise joggers, has an elasticated waistband with a drawstring fastening, two pockets, cuffed hems"
hummel,hummel,"Blue solid jacket, has a hooded, zip closure, long sleeves, straight hem, and polyester"
Pepe Jeans,Pepe Jeans,"Grey light wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
159,Flying Machine,"Black printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem"
Pepe Jeans,Pepe Jeans,"Navy blue and white striped polo collar T-shirt with embroidered detail, has a polo collar, long sleeves and button closure"
