s_no,brand_name,description
36,BuckleUp,"A pair of red open toe heels, has regular styling, ankle loop detailSynthetic upperCushioned footbedTextured and patterned outsole, has a stiletto heelWarranty: 1 monthWarranty provided by brand/manufacturer"
41,Roadster,"Grey and black colourblocked sweatshirt, has a hood, two pockets, long sleeves, zip closure, straight hem"
204,IMYOUNG,"Yellow solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
355,FAUSTO,"A pair of round-toe white slip-on sneakers, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole"
331,Archies,Pattern: PrintedFinish: MatteMaterial: Ceramic
245,Gold,A pair of brown comfort sandalsLeather upper with slip-on closureCushioned footbedPatterned tpr outsoleWarranty: 1 monthWarranty provided by brand/manufacturer
159,Flying Machine,"Red and white striped casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
249,GIORDANO,"A pair of black pointed toe sandals, has regular styling, closed back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a stiletto heelWarranty: 1 yearWarranty provided by brand/manufacturer"
159,Flying Machine,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
90,Mast & Harbour,"Peach-coloured and navy blue striped T-shirt, has a round neck, and short sleeves"
360,HEATWAVE,"A pair of round-toe black sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer"
348,Lavie,"A pair of brown, red, and mint green open-toed flats, has regular styling, buckle detailSynthetic woven design upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer"
350,GAP,"Because there's nothing you can't do in Gap.Supersoft fleeceLong sleeves with banded cuffs, hemHood with fleece liningLogo at chestKangaroo pockets at front"
101,Peter England Casuals,"Blue solid casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket"
129,LOCOMOTIVE,"Rust orange solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 flap pocket"
352,Priyaasi,"Floral shaped jhumkas, and has kundan and artificial beadsPlating: Gold-platedClosure: Post and back"
348,Lavie,"A pair of black and gold-toned open-toed flats, has regular styling, no backstrap detailSynthetic colourblocked upper with cut-out detailCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer"
132,HRX by Hrithik Roshan,"The HRX Women's Yoga Tights are designed to stay in place no matter what asana you're in. Constructed with stretchable, lightweight fabric and seamless technology, you'll never have to worry about your skin chafing while you workout.FeaturesSeamless construction prevent chafing. Stretchable jacquard fabric allows easy 360 degree movement.Engineered with Rapid Dry technologyColour: Jet Black MelangeFit: Regular FitKnit Tights"
345,Indian Terrain,"Pink and Navy Blue printed T-shirt, has a round neck, short sleeves, and 1 pockets"
159,Flying Machine,"Blue dark wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops"
333,Chumbak,Teal backpackNon-Padded haul loop1 main compartment with zip closureNon-Padded backZip PocketPadded shoulder strap: Non-PaddedWater-resistance: No
290,Home Sparkle,Set content: 1 Wall ShelveColour: Red and brownMaterial: MDF
351,KARATCART,"Green crescent shaped chandbalis, gold-plated, and has artificial stones and beadsSecured with a post and backWarranty: 1 month against manufacturing defects"
25,Tokyo Talkies,"Blue and black checked woven shirt dress, has a shirt collar, three-quarter sleeves, button closure, and asymmetric hemComes with a fabric belt"
345,Indian Terrain,"Grey self-design mid-rise trousers, button closure, and 4 pockets"
355,FAUSTO,"A pair of round-toe red slip-on sneakers, has regular styling, slip-on detailCanvas upperCushioned footbedTextured and patterned outsole"
345,Indian Terrain,"Navy Blue solid jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem"
345,Indian Terrain,"White printed T-shirt, has a round neck, and long sleeves"
374,Harpa,"Grey top, has a V-neck with embellishments, sleeveless, high-low hemline"
349,Truffle Collection,"A pair of black & silver-toned open-toed flats, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole"
345,Indian Terrain,"Blue striped T-shirt, has a round neck, and short sleeves"
159,Flying Machine,"Blue dark wash 5-pocket mid-rise jeans, clean look with heavy fade, has a button and zip closure, waistband with belt loops"
202,Calvin Klein,"Red solid cabin trolley bag secured with zip closureOne handle on the top and one on the side,mounted 360-degree wheelsOne main zip compartment with a zip lining, has a zip pocket on the flapWarranty: 3 yearsWarranty provided by the brand owner/manufacturer"
249,GIORDANO,"Blue textured shoulder bag, has a zip closure1 main compartments, 1 external and 5 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
249,GIORDANO,"A pair of round-toe grey sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 yearWarranty provided by brand/manufacturer"
352,Priyaasi,"Gold-Toned Handcrafted oval drop earrings, gold-plated, and has kundan stones and artificial beadsSecured with a post and back closure"
159,Flying Machine,"Off-white and blue printed T-shirt, has a round neck, short sleeves"
345,Indian Terrain,"Rust brown solid mid-rise trousers, button closure, and 4 pockets"
331,Archies,Content: Singe Ceramic mugPattern: PrintedFinish: MatteMaterial: Ceramic
368,ADORENITE,"White printed Sleep Shirts, has round neck, short sleeves"
371,Minions by Kook N Keech,"Yellow solid sweatshirt, has a hood, two pockets, long sleeves, zip closure, straight hem"
159,Flying Machine,"Navy Blue dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
347,SOLES,"A pair of beige open-toed flats, has regular styling, no back strap detailSynthetic upperCushioned footbedTextured and patterned outsole"
132,HRX by Hrithik Roshan,"Channel your inner marathon runner with the HRX Men's Running T-shirt. Designed with lightweight fabric and sweat wicking technology, this T-shirt is the ideal upgrade for your workout wardrobe.FeaturesRapid Dry technology wicks sweat and dries fast.Anti-Microbial technology keeps odor-causing microbes away.Lightweight fabric makes movement easier.Breathable FabricNeck: Round NeckSleeve Style: RegularSleeve Length: ShortT-shirt Length: Regular Color: Navy MelangeFit: Regular"
351,KARATCART,"Green classic chandelier earrings, gold-plated, and has artificial stones and beadsSecured with a post and backWarranty: 1 month against manufacturing defects"
345,Indian Terrain,"White striped T-shirt, has a round neck, and long sleeves"
342,ADIVA,"Pink solid knitted and woven maxi dress, has a V-neck, sleeveless, an attached lining, and flared hem"
159,Flying Machine,"Red and Navy Blue printed T-shirt, has a round neck, and short sleeves"
132,HRX by Hrithik Roshan,"HRX Women's Athleisure T-shirt is the perfect base to create a chic gym ensemble. Easy to style and versatile, this T-shirt is a must have. FeaturesAthleisure T-shirt can be paired with tracks, khakis or jeansLogo printNeck: Round NeckSleeve Style: RegularSleeve Length: Full SleevesT-shirt Length: Regular Color: Medieval BlueFit: Regular"
375,Taavi,"Special Technique/Craft:The term ""Ikat"" refers to the resist dyeing technique used to create the designs on the fabric. It is different because the yarns are dyed before being woven into cloth. Fashion trends may come and go, but Ikat fabrics have always stood the test of time.Design:Region: Andhra PradeshMaroonIkat woven design shirt with full button placketHas a spread collarLong sleeves with roll-up tabsOne patch pocketCurved hemlineCraft: IkatDisclaimer:This is a handcrafted shirt and is prone to colour bleeding due to the use of natural dyesThe print on the garment might be uneven- owing to the handcrafted nature of the product, adding essence to the garment."
90,Mast & Harbour,"Navy Blue printed T-shirt, has a Henley neck, and long sleeves"
204,IMYOUNG,"Khaki solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
376,Geroo Jaipur,"Sea green yoke design straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and side slits"
340,Bonjour,"Pack of four black ankle length socks, each has an elasticated mouth and a flat-toe seam.Note: The final product delivered might vary in colour and prints from the display here"
345,Indian Terrain,"Navy Blue and white printed T-shirt, has a round neck, and short sleeves"
345,Indian Terrain,"Red printed T-shirt, has a round neck, and long sleeves"
249,GIORDANO,"A pair of round-toe grey sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 yearWarranty provided by brand/manufacturer"
344,Moda Rapido,"Black dark wash 5-pocket high-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops"
284,Alena,"Navy Blue embroidered straight kurta, has a mandarin collar, three-quarter sleeves, curved hem, and side slits"
360,HEATWAVE,"A pair of round-toe black sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer"
132,HRX by Hrithik Roshan,Perfect your work-life balance with the HRX Men's Athleisure Track Pants. These jogger styled track pants are versatile and easy to style while being comfortable enough to wear all day longFeaturesAthleisure track pants to relax inCuff detailing at the bottom keeps tracks from riding upSide tape patchLength: Full LengthColour: Dark Grey MelangeKnit Track Pants
159,Flying Machine,"Grey printed T-shirt, has a round neck, short sleeves"
352,Priyaasi,Green gold-plated stone-studded handcrafted adjustable finger ring
290,Home Sparkle,Set content: 1 mozaic shelfColour: Brown and blackMaterial: MDFPattern: Solid
348,Lavie,"A pair of beige open toe block heels with bow detail and metallic studs, has regular styling, backstrap detail with buckle closureSynthetic upperCushioned footbedTextured and patterned outsole, has a block heelWarranty: 1 monthWarranty provided by brand/manufacturer"
132,HRX by Hrithik Roshan,"Swap your usual T-shirt with the HRX Men's Running T-shirt and feel your run become easier and more comfortable. Designed with Rapid Dry technology, it wicks away sweat to keep you cool and dry from start to finish.FeaturesRapid Dry technology wicks sweat and dries fastAnti-Microbial technology keeps odor-causing microbes awayLightweight fabric makes movement easierTypographic print across chestNeck: Round NeckSleeve Style: RegularSleeve Length: ShortT-shirt Length: RegularColor: Jet BlackFit: Regular"
339,Karmic Vision,"Black solid woven semi-sheer A-line dress, has a high neck, long sleeves, concealed zip closure, and flared hem"
345,Indian Terrain,"White printed T-shirt, has a round neck, and long sleeves"
245,Gold,A pair of black comfort sandalsSynthetic upper with zip closureCushioned footbedPatterned tpr outsoleWarranty: 1 monthWarranty provided by brand/manufacturer
340,Bonjour,"Pack of four assorted ankle length socks, each has an elasticated mouth and a flat-toe seam.Note: The final product delivered might vary in colour and prints from the display here"
53,DressBerry,"Blue solid denim jacket with tasselled detail, has a spread collar, 2 pockets, button closure, long sleeves, straight hem, and unlined"
